ID,Subject,Total,proba_echec
205066,برمجيات متقدمة في نظم التحكم 1,0.0,0.9999696
2596,برمجيات متقدمة في نظم التحكم 1,10.0,0.9451652
196198,النظم المنطقية والدارات الرقمية,14.0,0.93803996
196032,النظم المنطقية والدارات الرقمية,21.0,0.91824853
205161,برمجيات متقدمة في نظم التحكم 1,0.0,0.9999696
205112,برمجيات متقدمة في نظم التحكم 1,0.0,0.9999696
205168,برمجيات متقدمة في نظم التحكم 1,0.0,0.9999696
205183,برمجيات متقدمة في نظم التحكم 1,21.0,0.9062142
205153,برمجيات متقدمة في نظم التحكم 1,0.0,0.9999696
205058,برمجيات متقدمة في نظم التحكم 1,17.0,0.9159816
206144,النظم المنطقية والدارات الرقمية,0.0,0.9999696
205169,برمجيات متقدمة في نظم التحكم 1,0.0,0.9999696
201167,الجبر المنطقي,0.0,0.9999696
191004,الجبر المنطقي,0.0,0.9999696
201010,الجبر المنطقي,0.0,0.9999696
2794,الجبر المنطقي,0.0,0.9999696
3222,تحكم حديث,0.0,0.9999696
202226,رياضيات 3,0.0,0.9999696
3139,تحكم حديث,15.0,0.96503985
197006,اللغة الانكليزية 3,0.0,0.9999696
197132,اللغة الانكليزية 3,0.0,0.9999696
197083,اللغة الانكليزية 3,0.0,0.9999696
197019,اللغة الانكليزية 3,0.0,0.9999696
2594,اللغة الانكليزية 3,0.0,0.9999696
197079,اللغة الانكليزية 3,0.0,0.9999696
197082,اللغة الانكليزية 3,0.0,0.9999696
2642,اللغة الانكليزية 3,0.0,0.9999696
197037,اللغة الانكليزية 3,0.0,0.9999696
197160,اللغة الانكليزية 3,0.0,0.9999696
197074,اللغة الانكليزية 3,0.0,0.9999696
2734,اللغة الانكليزية 3,0.0,0.9999696
2716,اللغة الانكليزية 3,0.0,0.9999696
197010,اللغة الانكليزية 3,0.0,0.9999696
197141,اللغة الانكليزية 3,0.0,0.9999696
197031,اللغة الانكليزية 3,0.0,0.9999696
197149,اللغة الانكليزية 3,0.0,0.9999696
2415,اللغة الانكليزية 3,0.0,0.9999696
2753,اللغة الانكليزية 3,0.0,0.9999696
2750,اللغة الانكليزية 3,0.0,0.9999696
197069,اللغة الانكليزية 3,0.0,0.9999696
197007,اللغة الانكليزية 3,0.0,0.9999696
2583,اللغة الانكليزية 3,0.0,0.9999696
197021,اللغة الانكليزية 3,0.0,0.9999696
2640,اللغة الانكليزية 3,0.0,0.9999696
197153,اللغة الانكليزية 3,0.0,0.9999696
197060,اللغة الانكليزية 3,0.0,0.9999696
2644,اللغة الانكليزية 3,0.0,0.9999696
197023,اللغة الانكليزية 3,0.0,0.9999696
197131,اللغة الانكليزية 3,0.0,0.9999696
2763,اللغة الانكليزية 3,0.0,0.9999696
197098,اللغة الانكليزية 3,0.0,0.9999696
197015,اللغة الانكليزية 3,0.0,0.9999696
197052,اللغة الانكليزية 3,0.0,0.9999696
197045,اللغة الانكليزية 3,0.0,0.9999696
197036,اللغة الانكليزية 3,0.0,0.9999696
197026,اللغة الانكليزية 3,0.0,0.9999696
197028,اللغة الانكليزية 3,0.0,0.9999696
2699,اللغة الانكليزية 3,0.0,0.9999696
2773,اللغة الانكليزية 3,0.0,0.9999696
2547,اللغة الانكليزية 3,0.0,0.9999696
197043,اللغة الانكليزية 3,0.0,0.9999696
197096,اللغة الانكليزية 3,0.0,0.9999696
2337,اللغة الانكليزية 3,0.0,0.9999696
2422,اللغة الانكليزية 3,0.0,0.9999696
197080,اللغة الانكليزية 3,0.0,0.9999696
2347,اللغة الانكليزية 3,0.0,0.9999696
2659,اللغة الانكليزية 3,0.0,0.9999696
211192,التحليل الرياضي,0.0,0.9999696
201157,التحليل الرياضي,0.0,0.9999696
211154,التحليل الرياضي,0.0,0.9999696
201252,التحليل الرياضي,0.0,0.9999696
211123,التحليل الرياضي,0.0,0.9999696
211140,التحليل الرياضي,0.0,0.9999696
211202,التحليل الرياضي,0.0,0.9999696
211121,التحليل الرياضي,0.0,0.9999696
2825,التحليل الرياضي,0.0,0.9999696
211213,التحليل الرياضي,0.0,0.9999696
201063,التحليل الرياضي,0.0,0.9999696
211111,التحليل الرياضي,0.0,0.9999696
211131,التحليل الرياضي,0.0,0.9999696
211193,التحليل الرياضي,0.0,0.9999696
2715,اللغة الانكليزية 3,0.0,0.9999696
211206,التحليل الرياضي,0.0,0.9999696
201247,التحليل الرياضي,0.0,0.9999696
201243,التحليل الرياضي,0.0,0.9999696
201224,التحليل الرياضي,0.0,0.9999696
211041,التحليل الرياضي,0.0,0.9999696
211114,التحليل الرياضي,0.0,0.9999696
211065,التحليل الرياضي,0.0,0.9999696
211137,التحليل الرياضي,0.0,0.9999696
2747,اللغة الانكليزية 3,0.0,0.9999696
2580,اللغة الانكليزية 3,0.0,0.9999696
2668,اللغة الانكليزية 3,0.0,0.9999696
1636,برمجة,21.0,0.95264685
29474,برمجة,20.0,0.95264685
2628,برمجة,20.0,0.95264685
2298,برمجة,26.0,0.95575213
2183,برمجة,5.0,0.9999696
2623,اللغة الانكليزية 3,0.0,0.9999696
2427,اللغة الانكليزية 3,0.0,0.9999696
2675,اللغة الانكليزية 3,0.0,0.9999696
2689,اللغة الانكليزية 3,0.0,0.9999696
197024,اللغة الانكليزية 3,0.0,0.9999696
197029,اللغة الانكليزية 3,0.0,0.9999696
197059,اللغة الانكليزية 3,0.0,0.9999696
2708,اللغة الانكليزية 3,0.0,0.9999696
2692,اللغة الانكليزية 3,0.0,0.9999696
197085,اللغة الانكليزية 3,0.0,0.9999696
2596,اللغة الانكليزية 3,0.0,0.9999696
197018,اللغة الانكليزية 3,0.0,0.9999696
197157,اللغة الانكليزية 3,0.0,0.9999696
197084,اللغة الانكليزية 3,0.0,0.9999696
197003,اللغة الانكليزية 3,0.0,0.9999696
197113,اللغة الانكليزية 3,0.0,0.9999696
197064,اللغة الانكليزية 3,0.0,0.9999696
2668,اللغة الانكليزية 3,0.0,0.9999696
197031,برمجة,0.0,0.9999696
197141,برمجة,0.0,0.9999696
197010,برمجة,0.0,0.9999696
2716,برمجة,0.0,0.9999696
197043,برمجة,0.0,0.9999696
197096,برمجة,0.0,0.9999696
197066,برمجة,26.0,0.95575213
2733,برمجة,23.0,0.95264685
2337,برمجة,0.0,0.9999696
2422,برمجة,0.0,0.9999696
197089,برمجة,17.0,0.9547318
197080,برمجة,0.0,0.9999696
2347,برمجة,8.0,0.9999696
197005,برمجة,12.0,0.9645452
2395,برمجة,11.0,0.9645452
197062,برمجة,0.0,0.9999696
2753,برمجة,5.0,0.9999696
2415,برمجة,14.0,0.96109277
2580,اللغة الانكليزية 3,0.0,0.9999696
197149,برمجة,0.0,0.9999696
197132,برمجة,0.0,0.9999696
2639,برمجة,12.0,0.9645452
2725,برمجة,17.0,0.9547318
2669,برمجة,14.0,0.96109277
197083,برمجة,0.0,0.9999696
197019,برمجة,0.0,0.9999696
2594,برمجة,0.0,0.9999696
197079,برمجة,0.0,0.9999696
197082,برمجة,0.0,0.9999696
2642,برمجة,0.0,0.9999696
197037,برمجة,0.0,0.9999696
197160,برمجة,15.0,0.96109277
197074,برمجة,0.0,0.9999696
2734,برمجة,0.0,0.9999696
197006,برمجة,0.0,0.9999696
2747,اللغة الانكليزية 3,0.0,0.9999696
2750,اللغة الانكليزية 3,0.0,0.9999696
2594,اللغة الانكليزية 3,0.0,0.9999696
197079,اللغة الانكليزية 3,0.0,0.9999696
197082,اللغة الانكليزية 3,0.0,0.9999696
2642,اللغة الانكليزية 3,0.0,0.9999696
197037,اللغة الانكليزية 3,0.0,0.9999696
197160,اللغة الانكليزية 3,0.0,0.9999696
197074,اللغة الانكليزية 3,0.0,0.9999696
2734,اللغة الانكليزية 3,0.0,0.9999696
2716,اللغة الانكليزية 3,0.0,0.9999696
197010,اللغة الانكليزية 3,0.0,0.9999696
197141,اللغة الانكليزية 3,0.0,0.9999696
197031,اللغة الانكليزية 3,0.0,0.9999696
2623,اللغة الانكليزية 3,0.0,0.9999696
2427,اللغة الانكليزية 3,0.0,0.9999696
2675,اللغة الانكليزية 3,0.0,0.9999696
2689,اللغة الانكليزية 3,0.0,0.9999696
197024,اللغة الانكليزية 3,0.0,0.9999696
197029,اللغة الانكليزية 3,0.0,0.9999696
197059,اللغة الانكليزية 3,0.0,0.9999696
2708,اللغة الانكليزية 3,0.0,0.9999696
2692,اللغة الانكليزية 3,0.0,0.9999696
197085,اللغة الانكليزية 3,0.0,0.9999696
2596,اللغة الانكليزية 3,0.0,0.9999696
197018,اللغة الانكليزية 3,0.0,0.9999696
197157,اللغة الانكليزية 3,0.0,0.9999696
197084,اللغة الانكليزية 3,0.0,0.9999696
197003,اللغة الانكليزية 3,0.0,0.9999696
197113,اللغة الانكليزية 3,0.0,0.9999696
197064,اللغة الانكليزية 3,0.0,0.9999696
197019,اللغة الانكليزية 3,0.0,0.9999696
197083,اللغة الانكليزية 3,0.0,0.9999696
197132,اللغة الانكليزية 3,0.0,0.9999696
197006,اللغة الانكليزية 3,0.0,0.9999696
197069,اللغة الانكليزية 3,0.0,0.9999696
197007,اللغة الانكليزية 3,0.0,0.9999696
2583,اللغة الانكليزية 3,0.0,0.9999696
197021,اللغة الانكليزية 3,0.0,0.9999696
2640,اللغة الانكليزية 3,0.0,0.9999696
197153,اللغة الانكليزية 3,0.0,0.9999696
197060,اللغة الانكليزية 3,0.0,0.9999696
2644,اللغة الانكليزية 3,0.0,0.9999696
197023,اللغة الانكليزية 3,0.0,0.9999696
197131,اللغة الانكليزية 3,0.0,0.9999696
2763,اللغة الانكليزية 3,0.0,0.9999696
197098,اللغة الانكليزية 3,0.0,0.9999696
197015,اللغة الانكليزية 3,0.0,0.9999696
197052,اللغة الانكليزية 3,0.0,0.9999696
2715,اللغة الانكليزية 3,0.0,0.9999696
197045,اللغة الانكليزية 3,0.0,0.9999696
197026,اللغة الانكليزية 3,0.0,0.9999696
197028,اللغة الانكليزية 3,0.0,0.9999696
2699,اللغة الانكليزية 3,0.0,0.9999696
2773,اللغة الانكليزية 3,0.0,0.9999696
2547,اللغة الانكليزية 3,0.0,0.9999696
197043,اللغة الانكليزية 3,0.0,0.9999696
197096,اللغة الانكليزية 3,0.0,0.9999696
2337,اللغة الانكليزية 3,0.0,0.9999696
2422,اللغة الانكليزية 3,0.0,0.9999696
197080,اللغة الانكليزية 3,0.0,0.9999696
2347,اللغة الانكليزية 3,0.0,0.9999696
2753,اللغة الانكليزية 3,0.0,0.9999696
2659,اللغة الانكليزية 3,0.0,0.9999696
2415,اللغة الانكليزية 3,0.0,0.9999696
197036,اللغة الانكليزية 3,0.0,0.9999696
194075,رياضيات 3,0.0,0.9999696
204088,رياضيات 3,0.0,0.9999696
204107,رياضيات 3,0.0,0.9999696
204060,رياضيات 3,0.0,0.9999696
194047,رياضيات 3,0.0,0.9999696
201167,نظرية الدارات الكهربائية,21.0,0.91018736
194076,رياضيات 3,0.0,0.9999696
194110,رياضيات 3,0.0,0.9999696
194053,رياضيات 3,0.0,0.9999696
201211,التحليل الرياضي,0.0,0.9999696
211083,التحليل الرياضي,0.0,0.9999696
211060,التحليل الرياضي,0.0,0.9999696
2331,اللغة الانكليزية 4,0.0,0.9999696
2723,التحليل الرياضي,0.0,0.9999696
211185,التحليل الرياضي,0.0,0.9999696
201075,نظرية الدارات الكهربائية,0.0,0.9999696
1190,رياضيات 3,0.0,0.9999696
474,رياضيات 3,0.0,0.9999696
204020,رياضيات 3,0.0,0.9999696
194005,رياضيات 3,0.0,0.9999696
204073,رياضيات 3,0.0,0.9999696
194130,رياضيات 3,0.0,0.9999696
191078,نظرية الدارات الكهربائية,25.0,0.91018736
942,نظرية الدارات الكهربائية,0.0,0.9999696
1392,نظرية الدارات الكهربائية,18.0,0.8999173
194012,نظرية الدارات الكهربائية,0.0,0.9999696
191079,نظرية الدارات الكهربائية,18.0,0.90135324
1408,نظرية الدارات الكهربائية,16.0,0.91192913
2311,نظرية الدارات الكهربائية,0.0,0.9999696
194085,نظرية الدارات الكهربائية,0.0,0.9999696
1352,نظرية الدارات الكهربائية,16.0,0.91192913
1377,نظرية الدارات الكهربائية,18.0,0.8999173
2218,نظرية الدارات الكهربائية,19.0,0.90135324
1193,نظرية الدارات الكهربائية,0.0,0.9999696
3136,نظرية الدارات الكهربائية,0.0,0.9999696
1213,نظرية الدارات الكهربائية,0.0,0.9999696
204041,رياضيات 3,0.0,0.9999696
201233,نظرية الدارات الكهربائية,15.0,0.9200408
204110,رياضيات 3,0.0,0.9999696
204085,رياضيات 3,0.0,0.9999696
201123,نظرية الدارات الكهربائية,0.0,0.9999696
2794,نظرية الدارات الكهربائية,22.0,0.91018736
204054,رياضيات 3,0.0,0.9999696
204050,رياضيات 3,0.0,0.9999696
194064,رياضيات 3,0.0,0.9999696
1399,رياضيات 3,0.0,0.9999696
204067,رياضيات 3,0.0,0.9999696
191169,نظرية الدارات الكهربائية,0.0,0.9999696
194113,رياضيات 3,0.0,0.9999696
204033,رياضيات 3,0.0,0.9999696
194028,رياضيات 3,0.0,0.9999696
1257,رياضيات 3,0.0,0.9999696
204005,رياضيات 3,0.0,0.9999696
2667,برمجة,0.0,0.9999696
211058,التحليل الرياضي,0.0,0.9999696
211181,التحليل الرياضي,0.0,0.9999696
213,اللغة الانكليزية 3,0.0,0.9999696
2620,اللغة الانكليزية 3,0.0,0.9999696
2456,اللغة الانكليزية 3,0.0,0.9999696
2491,اللغة الانكليزية 3,0.0,0.9999696
196023,اللغة الانكليزية 3,0.0,0.9999696
196009,اللغة الانكليزية 3,0.0,0.9999696
196112,اللغة الانكليزية 3,0.0,0.9999696
196075,اللغة الانكليزية 3,0.0,0.9999696
2380,اللغة الانكليزية 3,0.0,0.9999696
2510,اللغة الانكليزية 3,0.0,0.9999696
2443,اللغة الانكليزية 3,0.0,0.9999696
2421,اللغة الانكليزية 3,0.0,0.9999696
196019,اللغة الانكليزية 3,0.0,0.9999696
196154,اللغة الانكليزية 3,0.0,0.9999696
1474,اللغة الانكليزية 3,0.0,0.9999696
1916,اللغة الانكليزية 3,0.0,0.9999696
196150,اللغة الانكليزية 3,0.0,0.9999696
2219,اللغة الانكليزية 3,0.0,0.9999696
2601,اللغة الانكليزية 3,0.0,0.9999696
196061,اللغة الانكليزية 3,0.0,0.9999696
2533,اللغة الانكليزية 3,0.0,0.9999696
196006,اللغة الانكليزية 3,0.0,0.9999696
2555,اللغة الانكليزية 3,0.0,0.9999696
196070,اللغة الانكليزية 3,0.0,0.9999696
2281,اللغة الانكليزية 3,0.0,0.9999696
196065,اللغة الانكليزية 3,0.0,0.9999696
2474,اللغة الانكليزية 3,0.0,0.9999696
2449,اللغة الانكليزية 3,0.0,0.9999696
2542,اللغة الانكليزية 3,0.0,0.9999696
2567,اللغة الانكليزية 3,0.0,0.9999696
196071,اللغة الانكليزية 3,0.0,0.9999696
211050,التحليل الرياضي,0.0,0.9999696
211187,التحليل الرياضي,0.0,0.9999696
211186,التحليل الرياضي,0.0,0.9999696
201125,التحليل الرياضي,0.0,0.9999696
211197,التحليل الرياضي,0.0,0.9999696
211110,التحليل الرياضي,0.0,0.9999696
211171,التحليل الرياضي,0.0,0.9999696
196026,اللغة الانكليزية 3,0.0,0.9999696
196029,اللغة الانكليزية 3,0.0,0.9999696
196030,اللغة الانكليزية 3,0.0,0.9999696
2428,اللغة الانكليزية 3,0.0,0.9999696
2577,اللغة الانكليزية 3,0.0,0.9999696
196056,اللغة الانكليزية 3,0.0,0.9999696
2373,اللغة الانكليزية 3,0.0,0.9999696
2395,اللغة الانكليزية 3,0.0,0.9999696
2439,اللغة الانكليزية 3,0.0,0.9999696
201239,التحليل الرياضي,0.0,0.9999696
196058,اللغة الانكليزية 3,0.0,0.9999696
211164,التحليل الرياضي,0.0,0.9999696
2598,اللغة الانكليزية 3,0.0,0.9999696
2517,اللغة الانكليزية 3,0.0,0.9999696
211128,التحليل الرياضي,0.0,0.9999696
2382,اللغة الانكليزية 3,0.0,0.9999696
2376,اللغة الانكليزية 3,0.0,0.9999696
1799,اللغة الانكليزية 3,0.0,0.9999696
2532,اللغة الانكليزية 3,0.0,0.9999696
1474,اللغة الانكليزية 3,0.0,0.9999696
1916,اللغة الانكليزية 3,0.0,0.9999696
196150,اللغة الانكليزية 3,0.0,0.9999696
2219,اللغة الانكليزية 3,0.0,0.9999696
2601,اللغة الانكليزية 3,0.0,0.9999696
196061,اللغة الانكليزية 3,0.0,0.9999696
2533,اللغة الانكليزية 3,0.0,0.9999696
196006,اللغة الانكليزية 3,0.0,0.9999696
2555,اللغة الانكليزية 3,0.0,0.9999696
196070,اللغة الانكليزية 3,0.0,0.9999696
2281,اللغة الانكليزية 3,0.0,0.9999696
196065,اللغة الانكليزية 3,0.0,0.9999696
2474,اللغة الانكليزية 3,0.0,0.9999696
196029,اللغة الانكليزية 3,0.0,0.9999696
2532,اللغة الانكليزية 3,0.0,0.9999696
2424,اللغة الانكليزية 3,0.0,0.9999696
211048,التحليل الرياضي,0.0,0.9999696
201143,التحليل الرياضي,0.0,0.9999696
211215,التحليل الرياضي,0.0,0.9999696
211037,التحليل الرياضي,0.0,0.9999696
211149,التحليل الرياضي,0.0,0.9999696
211224,التحليل الرياضي,0.0,0.9999696
211038,التحليل الرياضي,0.0,0.9999696
196154,اللغة الانكليزية 3,0.0,0.9999696
196019,اللغة الانكليزية 3,0.0,0.9999696
2421,اللغة الانكليزية 3,0.0,0.9999696
2443,اللغة الانكليزية 3,0.0,0.9999696
196026,اللغة الانكليزية 3,0.0,0.9999696
196030,اللغة الانكليزية 3,0.0,0.9999696
1799,اللغة الانكليزية 3,0.0,0.9999696
2428,اللغة الانكليزية 3,0.0,0.9999696
2577,اللغة الانكليزية 3,0.0,0.9999696
196056,اللغة الانكليزية 3,0.0,0.9999696
2373,اللغة الانكليزية 3,0.0,0.9999696
2395,اللغة الانكليزية 3,0.0,0.9999696
2439,اللغة الانكليزية 3,0.0,0.9999696
196058,اللغة الانكليزية 3,0.0,0.9999696
2598,اللغة الانكليزية 3,0.0,0.9999696
2517,اللغة الانكليزية 3,0.0,0.9999696
2382,اللغة الانكليزية 3,0.0,0.9999696
2424,اللغة الانكليزية 3,0.0,0.9999696
2376,اللغة الانكليزية 3,0.0,0.9999696
2567,اللغة الانكليزية 3,0.0,0.9999696
2542,اللغة الانكليزية 3,0.0,0.9999696
2449,اللغة الانكليزية 3,0.0,0.9999696
213,اللغة الانكليزية 3,0.0,0.9999696
2620,اللغة الانكليزية 3,0.0,0.9999696
2456,اللغة الانكليزية 3,0.0,0.9999696
2491,اللغة الانكليزية 3,0.0,0.9999696
196023,اللغة الانكليزية 3,0.0,0.9999696
196009,اللغة الانكليزية 3,0.0,0.9999696
196112,اللغة الانكليزية 3,0.0,0.9999696
196075,اللغة الانكليزية 3,0.0,0.9999696
2380,اللغة الانكليزية 3,0.0,0.9999696
2510,اللغة الانكليزية 3,0.0,0.9999696
196071,اللغة الانكليزية 3,0.0,0.9999696
2852,تحكم حديث,0.0,0.9999696
2752,برمجة,18.0,0.95264685
197087,برمجة,27.0,0.95575213
191009,نظرية الدارات الكهربائية,0.0,0.9999696
551,هندسة ميكانيكية ,1.0,0.9999696
206136,تكنولوجيا المواد الكهربائية,0.0,0.9999696
3186,نظرية الدارات الكهربائية,0.0,0.9999696
194047,هندسة ميكانيكية ,1.0,0.9999696
2311,نظرية الدارات الكهربائية,10.0,0.9183377
1090,هندسة ميكانيكية ,0.0,0.9999696
191031,نظرية الدارات الكهربائية,0.0,0.9999696
191150,نظرية الدارات الكهربائية,16.0,0.91637796
1402,هندسة ميكانيكية ,9.0,0.9999696
191082,نظرية الدارات الكهربائية,0.0,0.9999696
191149,نظرية الدارات الكهربائية,0.0,0.9999696
191006,نظرية الدارات الكهربائية,0.0,0.9999696
191154,نظرية الدارات الكهربائية,13.0,0.9206068
191053,نظرية الدارات الكهربائية,0.0,0.9999696
2906,نظرية الدارات الكهربائية,0.0,0.9999696
2886,نظرية الدارات الكهربائية,0.0,0.9999696
191080,نظرية الدارات الكهربائية,0.0,0.9999696
194023,هندسة ميكانيكية ,4.0,0.9999696
3097,نظرية الدارات الكهربائية,0.0,0.9999696
2245,نظرية الدارات الكهربائية,7.0,0.9999696
2620,نظرية الدارات الكهربائية,0.0,0.9999696
3225,نظرية الدارات الكهربائية,0.0,0.9999696
191001,نظرية الدارات الكهربائية,0.0,0.9999696
1273,هندسة ميكانيكية ,4.0,0.9999696
2917,نظرية الدارات الكهربائية,0.0,0.9999696
2794,نظرية الدارات الكهربائية,0.0,0.9999696
191020,نظرية الدارات الكهربائية,0.0,0.9999696
1244,هندسة ميكانيكية ,8.0,0.9999696
191101,نظرية الدارات الكهربائية,0.0,0.9999696
2918,نظرية الدارات الكهربائية,0.0,0.9999696
191156,نظرية الدارات الكهربائية,6.0,0.9999696
3136,نظرية الدارات الكهربائية,0.0,0.9999696
2837,التحليل الرياضي,0.0,0.9999696
2722,التحليل الرياضي,9.0,0.9999696
194027,هندسة ميكانيكية ,2.0,0.9999696
2749,التحليل الرياضي,0.0,0.9999696
2750,التحليل الرياضي,20.0,0.89156663
2297,التحليل الرياضي,14.0,0.8821374
2888,التحليل الرياضي,0.0,0.9999696
191025,التحليل الرياضي,0.0,0.9999696
2307,التحليل الرياضي,0.0,0.9999696
191024,التحليل الرياضي,0.0,0.9999696
2490,التحليل الرياضي,13.0,0.88484645
3192,التحليل الرياضي,0.0,0.9999696
3041,التحليل الرياضي,8.0,0.9999696
191159,التحليل الرياضي,16.0,0.8777653
3150,التحليل الرياضي,20.0,0.89156663
194052,هندسة ميكانيكية ,1.0,0.9999696
191065,نظرية الدارات الكهربائية,0.0,0.9999696
191136,نظرية الدارات الكهربائية,0.0,0.9999696
194119,هندسة ميكانيكية ,4.0,0.9999696
2940,نظرية الدارات الكهربائية,0.0,0.9999696
191039,نظرية الدارات الكهربائية,0.0,0.9999696
3078,نظرية الدارات الكهربائية,0.0,0.9999696
3062,نظرية الدارات الكهربائية,13.0,0.9206068
191134,نظرية الدارات الكهربائية,0.0,0.9999696
194086,هندسة ميكانيكية ,1.0,0.9999696
1281,هندسة ميكانيكية ,10.0,0.91700673
2813,نظرية الدارات الكهربائية,0.0,0.9999696
3163,نظرية الدارات الكهربائية,0.0,0.9999696
3209,نظرية الدارات الكهربائية,0.0,0.9999696
191014,نظرية الدارات الكهربائية,0.0,0.9999696
3207,نظرية الدارات الكهربائية,0.0,0.9999696
191007,نظرية الدارات الكهربائية,0.0,0.9999696
191023,نظرية الدارات الكهربائية,0.0,0.9999696
3799,اللغة الانكليزية 3,0.0,0.9999696
1427,هندسة ميكانيكية ,0.0,0.9999696
1565,هندسة ميكانيكية ,0.0,0.9999696
1398,هندسة ميكانيكية ,0.0,0.9999696
194124,هندسة ميكانيكية ,2.0,0.9999696
1248,هندسة ميكانيكية ,4.0,0.9999696
1255,هندسة ميكانيكية ,3.0,0.9999696
194072,هندسة ميكانيكية ,1.0,0.9999696
216056,تكنولوجيا المواد الكهربائية,0.0,0.9999696
194058,هندسة ميكانيكية ,3.0,0.9999696
204006,هندسة ميكانيكية ,3.0,0.9999696
1257,هندسة ميكانيكية ,3.0,0.9999696
194017,هندسة ميكانيكية ,2.0,0.9999696
216158,تكنولوجيا المواد الكهربائية,0.0,0.9999696
194122,هندسة ميكانيكية ,1.0,0.9999696
194063,هندسة ميكانيكية ,1.0,0.9999696
194081,هندسة ميكانيكية ,5.0,0.9999696
2554,تكنولوجيا المواد الكهربائية,0.0,0.9999696
191065,برمجة,0.0,0.9999696
191136,برمجة,0.0,0.9999696
1294,هندسة ميكانيكية ,1.0,0.9999696
2940,برمجة,0.0,0.9999696
Unknown,هندسة ميكانيكية ,0.0,0.9999696
191039,برمجة,0.0,0.9999696
3078,برمجة,0.0,0.9999696
1366,هندسة ميكانيكية ,9.0,0.9999696
191134,برمجة,0.0,0.9999696
194068,هندسة ميكانيكية ,1.0,0.9999696
941,هندسة ميكانيكية ,1.0,0.9999696
194010,هندسة ميكانيكية ,6.0,0.9999696
Unknown,نظرية الدارات الكهربائية,10.0,0.9085219
Unknown,نظرية الدارات الكهربائية,21.0,0.8656269
984,هندسة ميكانيكية ,1.0,0.9999696
1350,هندسة ميكانيكية ,8.0,0.9999696
3219,نظرية الدارات الكهربائية,0.0,0.9999696
194055,هندسة ميكانيكية ,5.0,0.9999696
1192,هندسة ميكانيكية ,0.0,0.9999696
191092,نظرية الدارات الكهربائية,0.0,0.9999696
3216,نظرية الدارات الكهربائية,0.0,0.9999696
191017,نظرية الدارات الكهربائية,0.0,0.9999696
2888,نظرية الدارات الكهربائية,0.0,0.9999696
191025,نظرية الدارات الكهربائية,0.0,0.9999696
191083,نظرية الدارات الكهربائية,0.0,0.9999696
191024,نظرية الدارات الكهربائية,0.0,0.9999696
3192,نظرية الدارات الكهربائية,0.0,0.9999696
191159,نظرية الدارات الكهربائية,16.0,0.91637796
Unknown,نظرية الدارات الكهربائية,3.0,0.9999696
3205,التحليل الرياضي,11.0,0.8800065
194084,هندسة ميكانيكية ,4.0,0.9999696
Unknown,نظرية الدارات الكهربائية,18.0,0.85311687
Unknown,نظرية الدارات الكهربائية,0.0,0.9999696
1370,هندسة ميكانيكية ,1.0,0.9999696
1185,هندسة ميكانيكية ,0.0,0.9999696
Unknown,نظرية الدارات الكهربائية,0.0,0.9999696
Unknown,نظرية الدارات الكهربائية,9.0,0.9999696
1204,هندسة ميكانيكية ,1.0,0.9999696
1074,هندسة ميكانيكية ,0.0,0.9999696
Unknown,نظرية الدارات الكهربائية,20.0,0.8656269
1080,هندسة ميكانيكية ,0.0,0.9999696
Unknown,نظرية الدارات الكهربائية,0.0,0.9999696
194117,هندسة ميكانيكية ,7.0,0.9999696
Unknown,نظرية الدارات الكهربائية,0.0,0.9999696
1172,هندسة ميكانيكية ,0.0,0.9999696
Unknown,نظرية الدارات الكهربائية,21.0,0.8656269
3116,التحليل الرياضي,14.0,0.8821374
Unknown,هندسة ميكانيكية ,0.0,0.9999696
2290,التحليل الرياضي,0.0,0.9999696
196095,نظرية الدارات الكهربائية,26.0,0.91007626
203186,الأمن الصناعي والاقتصاد الهندسي,0.0,0.9999696
2329,نظرية الدارات الكهربائية,18.0,0.9012323
196086,نظرية الدارات الكهربائية,18.0,0.9012323
1799,نظرية الدارات الكهربائية,8.0,0.9999696
2280,الأمن الصناعي والاقتصاد الهندسي,0.0,0.9999696
2792,الأمن الصناعي والاقتصاد الهندسي,0.0,0.9999696
1220,هندسة ميكانيكية ,5.0,0.9999696
1144,هندسة ميكانيكية ,1.0,0.9999696
194035,هندسة ميكانيكية ,10.0,0.91700673
1392,هندسة ميكانيكية ,10.0,0.91700673
194066,هندسة ميكانيكية ,9.0,0.9999696
1194,هندسة ميكانيكية ,0.0,0.9999696
921,هندسة ميكانيكية ,10.0,0.91700673
933,هندسة ميكانيكية ,0.0,0.9999696
1141,هندسة ميكانيكية ,0.0,0.9999696
194107,هندسة ميكانيكية ,3.0,0.9999696
191015,التحليل الرياضي,0.0,0.9999696
191033,التحليل الرياضي,12.0,0.8876376
191066,التحليل الرياضي,16.0,0.8777653
191065,التحليل الرياضي,0.0,0.9999696
191136,التحليل الرياضي,0.0,0.9999696
2940,التحليل الرياضي,0.0,0.9999696
191039,التحليل الرياضي,0.0,0.9999696
3078,التحليل الرياضي,0.0,0.9999696
191134,التحليل الرياضي,0.0,0.9999696
1425,هندسة ميكانيكية ,8.0,0.9999696
1195,هندسة ميكانيكية ,0.0,0.9999696
191099,التحليل الرياضي,14.0,0.8821374
3150,تحكم حديث,11.0,0.96018994
2328,تحكم حديث,23.0,0.94448715
2801,تحكم حديث,17.0,0.9571321
2753,تحكم حديث,23.0,0.94448715
3183,تحكم حديث,11.0,0.96018994
